"pathway","log2FC","pvalue","FDR"
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.496960439012259,0.00324301493246531,0.00992600756871796
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis",0.319622176055162,0.00324878400021921,0.00992964023762344
"PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.16689005484813,0.00325810342917096,0.00994409877607532
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.211810677438044,0.00328485162606917,0.0100116363905653
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_inulinivorans",0.424306553789008,0.0033230392057015,0.0101138005038696
"PWY-1042: glycolysis IV (plant cytosol)|g__Alistipes.s__Alistipes_putredinis",-0.296332326273105,0.0033528685449806,0.0101902750869186
"PWY-6737: starch degradation V|g__Bacteroides.s__Bacteroides_uniformis",0.29798775445869,0.00343419493509941,0.010422829725995
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified",0.0883838023476929,0.00349369662987374,0.0105885882474635
"PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_uniformis",0.243153527312256,0.00356999289385846,0.0108047131298761
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.330133309407447,0.00359207112543182,0.0108563711698895
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_uniformis",0.234854400034651,0.00360275683786078,0.0108735014869698
"TRPSYN-PWY: L-tryptophan biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus",0.204810264820263,0.0036840857508545,0.0111034962755239
"PWY-621: sucrose degradation III (sucrose invertase)",0.136104521394901,0.00373437828556947,0.0112394413122626
"PWY-5097: L-lysine biosynthesis VI|unclassified",-0.168162402730696,0.00380073625084,0.01142329466792
"COA-PWY: coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis",0.220532561213268,0.00381145121441166,0.0114396326615375
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans",0.290287175298888,0.00397019690535406,0.0118996081520086
"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)",0.0729704229275532,0.00401440268947029,0.0120154842929311
"COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I",0.0928928219177823,0.00406657306808581,0.012154846673851
"PWY66-399: gluconeogenesis III",0.18141562319679,0.00409025420706661,0.0122087890726079
"PWY-6892: thiazole biosynthesis I (E. coli)|g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.510089382698091,0.00416099732740789,0.0124028627352034
"VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_caccae",0.441790130832908,0.00416996548490544,0.0124125208870743
"THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.268406688339106,0.00422356568686518,0.0125548242022453
"UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.330549014683485,0.00424119262979838,0.0125727283567347
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.498541221974148,0.00423760481495629,0.0125727283567347
"PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_uniformis",0.202148122260624,0.00439938532642642,0.0130238633912104
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Dialister.s__Dialister_invisus_CAG_218",-0.329750819191642,0.00446039025694278,0.0131864470488336
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation",0.144825852355394,0.00457562554978587,0.0134771549867284
"UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis",-0.309445542329651,0.00457484121869781,0.0134771549867284
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus_CAG_218",-0.358051404185128,0.00457738166600468,0.0134771549867284
"PWY-6151: S-adenosyl-L-methionine cycle I|g__Gemmiger.s__Gemmiger_formicilis",-0.354954805553211,0.0047557834253122,0.0139834229072612
"UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis",0.313131901215656,0.0047999933803173,0.01409428950562
"UNINTEGRATED|g__Dialister.s__Dialister_invisus_CAG_218",-0.57880944193046,0.0048572174337349,0.0142430178334283
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.520913688058428,0.00487936374547027,0.014269340400046
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.520913688058428,0.00487936374547027,0.014269340400046
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dialister.s__Dialister_invisus_CAG_218",-0.378987094579252,0.00489281517787596,0.0142701621675063
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_invisus_CAG_218",-0.378987094579252,0.00489281517787596,0.0142701621675063
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified",0.144995081546556,0.00493128527251101,0.0143437519268877
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified",0.144995081546556,0.00493128527251101,0.0143437519268877
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.459714931058651,0.00499610780931368,0.014493394408009
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron",0.459714931058651,0.00499610780931368,0.014493394408009
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_uniformis",0.194367314259518,0.00502064279170018,0.0145450974994843
"PWY-6317: galactose degradation I (Leloir pathway)|g__Roseburia.s__Roseburia_inulinivorans",0.393598671335524,0.00505252723331982,0.0146179259206997
"PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.20022126794005,0.0052707239872483,0.0152288785071561
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Dialister.s__Dialister_invisus_CAG_218",-0.465693173532661,0.00533444668793637,0.0153924713352305
"PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_uniformis",0.221415177605081,0.005383319017731,0.0154862455029363
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis",-0.403329036942348,0.00539553085127682,0.0154862455029363
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Dialister.s__Dialister_invisus",-0.379006585738204,0.00539255658922105,0.0154862455029363
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_ovatus",0.236167430633763,0.00537917137131031,0.0154862455029363
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides.s__Bacteroides_uniformis",0.223424378455438,0.00541200996195887,0.0155129968089482
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus",-0.326847032691918,0.00548863901138307,0.015700118029513
"COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified",0.126057922806268,0.00549902611185987,0.015700118029513
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.28490720235526,0.00549901929586498,0.015700118029513
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Eubacterium.s__Eubacterium_eligens",-0.250935272223233,0.00556063851161169,0.0158343017801084
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_eligens",-0.250935272223233,0.00556063851161169,0.0158343017801084
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Dialister.s__Dialister_invisus_CAG_218",-0.397561925201874,0.00560543407901477,0.0159409129254921
"PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_uniformis",0.188627761614803,0.00562222847800953,0.015959611567037
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus",-0.31356402035705,0.00562673891888154,0.015959611567037
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus",-0.341569080058148,0.00578257250195933,0.0163801759630665
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II|g__Dialister.s__Dialister_invisus",-0.329009699005968,0.00590937301655271,0.016717508259621
"PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Dialister.s__Dialister_invisus_CAG_218",-0.473659683845243,0.0059466240975398,0.0168009575219931
"PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_uniformis",0.197918760861997,0.00596298244237866,0.0168252382195762
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_invisus_CAG_218",-0.430828283865243,0.00608501569091721,0.0171472418754455
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.292090936086641,0.00615474402176178,0.0173212081755296
"HISDEG-PWY: L-histidine degradation I|unclassified",-0.184003559703824,0.00620468955661722,0.0174391209717114
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis",0.214275502860176,0.00624763980248662,0.0175370925543893
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.14454071018335,0.00627747375975548,0.0175980409280597
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_putredinis",-0.284442120029798,0.00632155823767262,0.0176987295879025
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus_CAG_218",-0.347947167669217,0.00637387089082343,0.017822165445696
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.0460568895895904,0.00641456722041547,0.0178667958440107
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis",0.282257526376437,0.00641009233175804,0.0178667958440107
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_fragilis",0.282257526376437,0.00641009233175804,0.0178667958440107
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus",0.328255628645129,0.00643215385180267,0.0178927822809453
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Dialister.s__Dialister_invisus",-0.319257773094313,0.00649134295498724,0.0180342822864838
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.199296429971392,0.00659996885481783,0.0183125896394241
"PWY-5097: L-lysine biosynthesis VI|g__Ruminococcus.s__Ruminococcus_bromii",0.345504983011115,0.00673089373185102,0.0186519778988762
"UNINTEGRATED|g__Dialister.s__Dialister_invisus",-0.436825827071693,0.00677381006880184,0.0187469302925844
"PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)",0.0599935104433706,0.00686263686869023,0.0189685383857803
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_invisus_CAG_218",-0.439647103316659,0.00701929736958675,0.0193768374520949
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dialister.s__Dialister_invisus",-0.410509941912672,0.00706157794733765,0.0194440145004837
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_invisus",-0.410509941912672,0.00706157794733765,0.0194440145004837
"PWY-6897: thiamin salvage II",0.038248604756986,0.00709076894488747,0.0194749002580116
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Dialister.s__Dialister_invisus_CAG_218",-0.421932452752451,0.00708940944460869,0.0194749002580116
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Ruminococcus.s__Ruminococcus_bromii",0.425119815551658,0.00715231026139636,0.019619058653729
"PWY-6897: thiamin salvage II|g__Bacteroides.s__Bacteroides_ovatus",0.250475860686649,0.00717624965758552,0.0196598394538405
"PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6",0.120671745179792,0.00719244825359644,0.0196793375827569
"HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis",0.279768378070428,0.00723866455376353,0.019780814738973
"PWY-6703: preQ0 biosynthesis|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.289979590144703,0.00725382272250641,0.0197972718383771
"THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus",0.266016466592122,0.00726325314905131,0.0197980749358418
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_uniformis",0.202911470069665,0.00745595144562093,0.020297797465654
"COA-PWY: coenzyme A biosynthesis I|g__Dialister.s__Dialister_invisus_CAG_218",-0.482190464655505,0.00746814197161158,0.0203054750972174
"PWY-6897: thiamin salvage II|g__Dialister.s__Dialister_invisus",-0.297771596440812,0.00748057559883663,0.0203137936374423
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus",0.314923684069838,0.00751358753773186,0.0203779026211076
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.269670142003541,0.00757075964753248,0.0205072951952536
"PWY-2942: L-lysine biosynthesis III|g__Dialister.s__Dialister_invisus",-0.327133263712994,0.00758111124917854,0.0205096979737452
"PWY-3841: folate transformations II|g__Dialister.s__Dialister_invisus",-0.446700667285686,0.00763196154946764,0.0206215220420154
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",0.0607607199843071,0.00765161405510642,0.0206488762856982
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Dialister.s__Dialister_invisus_CAG_218",-0.415510123342408,0.00768417272019354,0.020710948115248
"PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified",-0.130495070433918,0.00770487560713442,0.0207409508579631
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Dialister.s__Dialister_invisus_CAG_218",-0.33820734994641,0.00771559067930048,0.0207440260571267
"UNINTEGRATED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans",-0.435343022921686,0.00778835354581328,0.0209137077246312
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",0.040454516251223,0.00781853298669411,0.0209198757874404
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",0.040454516251223,0.00781853298669411,0.0209198757874404
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus",0.326468656477092,0.00781961208483003,0.0209198757874404
"PWY-2941: L-lysine biosynthesis II|unclassified",0.200557513083227,0.00791786831541957,0.021156622243544
"PWY-2942: L-lysine biosynthesis III|g__Dialister.s__Dialister_invisus_CAG_218",-0.395188450867306,0.0079627120070566,0.0212502425114429
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus",0.302199308330513,0.0079916285201607,0.0213011795857174
"PWY-6609: adenine and adenosine salvage III|g__Alistipes.s__Alistipes_putredinis",-0.258573616622252,0.00812527133864067,0.0215777732730813
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.252794279816051,0.00812157184523037,0.0215777732730813
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.252794279816051,0.00812157184523037,0.0215777732730813
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis",-0.278265438049387,0.00815421219898731,0.0216281246452944
"COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3",0.18678907527182,0.00821862778871569,0.0217723305845317
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.249613967322377,0.0082906626823287,0.0219363443621567
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_eligens_CAG_72",-0.24015876437588,0.00836485221035328,0.0221056521217507
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",0.0394926229671229,0.00840544231758236,0.0221856891695707
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Dialister.s__Dialister_invisus",-0.349586248222671,0.00842585241650055,0.0221856891695707
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dialister.s__Dialister_invisus",-0.349586248222671,0.00842585241650055,0.0221856891695707
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii",-0.290035017042294,0.00853710857310716,0.022451352279033
"PWY-2942: L-lysine biosynthesis III",0.0417743502884872,0.00859757044402787,0.0225737756611865
"PWY-6527: stachyose degradation|g__Roseburia.s__Roseburia_inulinivorans_CAG_15",0.250582352209918,0.00860449409143519,0.0225737756611865
"PWY-5097: L-lysine biosynthesis VI|g__Dialister.s__Dialister_invisus",-0.302188381141379,0.00863190786488472,0.0226183123859797
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Bacteroides.s__Bacteroides_ovatus",0.223724671672166,0.00880005404922261,0.023031059329306
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Alistipes.s__Alistipes_putredinis",-0.27438464161824,0.00893651653845014,0.0233318449865319
