"Species","Pathway","rho","p","FDR","Pathway_clean"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.3841..folate.transformations.II.g__Barnesiella.s__Barnesiella_intestinihominis",0.800432363518589,2.2707701963049e-213,1.10926819696707e-211,"PWY 3841  folate transformations II"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Barnesiella.s__Barnesiella_intestinihominis",0.826890648163958,1.0256980589416e-239,6.1075961869199e-238,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.826890648163958,1.0256980589416e-239,6.1075961869199e-238,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","COA.PWY..coenzyme.A.biosynthesis.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.849601611432464,3.43738079688904e-266,2.66521342553682e-264,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.2942..L.lysine.biosynthesis.III.g__Barnesiella.s__Barnesiella_intestinihominis",0.828030754314078,5.97026482739055e-241,3.62613984732944e-239,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Barnesiella.s__Barnesiella_intestinihominis",0.800792020857958,1.05943902196818e-213,5.21730768088708e-212,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.771892428709195,4.45859895261749e-189,1.78943020959567e-187,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6700..queuosine.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.764577918879473,2.0466105522544e-183,7.93431720694199e-182,"PWY 6700  queuosine biosynthesis"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.75456117823804,5.47037952761415e-176,2.00152179463167e-174,"PWY 6151  S adenosyl L methionine cycle I"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Barnesiella.s__Barnesiella_intestinihominis",0.731714033687808,2.56118227937846e-160,8.61020337870016e-159,"PWY 7199  pyrimidine deoxyribonucleosides salvage"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","HISTSYN.PWY..L.histidine.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.732704700099647,5.79006276332254e-161,1.95371728908333e-159,"HISTSYN PWY  L histidine biosynthesis"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.741490177478657,8.06442183128033e-167,2.78298920810149e-165,"DTDPRHAMSYN PWY  dTDP L rhamnose biosynthesis I"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.750252010157457,6.66241737369536e-173,2.39912859616805e-171,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6609..adenine.and.adenosine.salvage.III.g__Barnesiella.s__Barnesiella_intestinihominis",0.768772434194384,1.22983289319453e-186,4.85038639543236e-185,"PWY 6609  adenine and adenosine salvage III"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.5097..L.lysine.biosynthesis.VI.g__Barnesiella.s__Barnesiella_intestinihominis",0.790107763848612,3.80969353059987e-204,1.71822836190743e-202,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.7753013674401,8.66237134804649e-192,3.54690041197203e-190,"X1CMET2 PWY  N10 formyl tetrahydrofolate biosynthesis"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Barnesiella.s__Barnesiella_intestinihominis",0.826001587710872,9.28598814344011e-239,5.51140032448281e-237,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.729609001893231,5.90272711895532e-159,1.96984598597958e-157,"PWY 6123  inosine 5  phosphate biosynthesis I"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Barnesiella.s__Barnesiella_intestinihominis",0.740900580404621,2.02779864261561e-166,6.98459717714539e-165,"PANTO PWY  phosphopantothenate biosynthesis I"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Barnesiella.s__Barnesiella_intestinihominis",0.759585490245152,1.14367044023604e-179,4.27024981384033e-178,"PWY 5695  urate biosynthesis inosine 5  phosphate degradation"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Barnesiella.s__Barnesiella_intestinihominis",0.820483034745977,6.12966577967052e-233,3.47939689007403e-231,"PWY 7111  pyruvate fermentation to isobutanol  engineered "
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","VALSYN.PWY..L.valine.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.820483034745977,6.12966577967052e-233,3.47939689007403e-231,"VALSYN PWY  L valine biosynthesis"
"UNINTEGRATED.g__Barnesiella.s__Barnesiella_intestinihominis","PWY.5686..UMP.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis",0.731624818746402,2.92720287147115e-160,9.82257155084269e-159,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.5686..UMP.biosynthesis.g__Dialister.s__Dialister_invisus",0.947491077951616,0,0,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.9793117322708,0,0,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.981549349004486,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Dialister.s__Dialister_invisus",0.981549349004486,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.932355113077113,0,0,"PWY 724  superpathway of L lysine  L threonine and L methionine biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.5097..L.lysine.biosynthesis.VI.g__Dialister.s__Dialister_invisus",0.946060782297849,0,0,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Dialister.s__Dialister_invisus",0.95234659927883,0,0,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.970596298396427,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.970596298396427,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage.g__Dialister.s__Dialister_invisus_CAG_218",0.920268752574314,0,0,"PWY 7208  superpathway of pyrimidine nucleobases salvage"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Dialister.s__Dialister_invisus",0.945004014572784,0,0,"PWY 7357  thiamin formation from pyrithiamine and oxythiamine  yeast "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.2942..L.lysine.biosynthesis.III.g__Dialister.s__Dialister_invisus",0.943898123165272,0,0,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.5097..L.lysine.biosynthesis.VI.g__Dialister.s__Dialister_invisus_CAG_218",0.94283434353908,0,0,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate..g__Dialister.s__Dialister_invisus_CAG_218",0.922225266111195,0,0,"PWY 5188  tetrapyrrole biosynthesis I  from glutamate "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.2942..L.lysine.biosynthesis.III.g__Dialister.s__Dialister_invisus_CAG_218",0.940158362380551,0,0,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6897..thiamin.salvage.II.g__Dialister.s__Dialister_invisus",0.938433300408044,0,0,"PWY 6897  thiamin salvage II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus",0.956872784799943,0,0,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus",0.958622963768329,0,0,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.917318747241536,0,0,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.3841..folate.transformations.II.g__Dialister.s__Dialister_invisus",0.953762459487267,0,0,"PWY 3841  folate transformations II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Dialister.s__Dialister_invisus",0.955180667303181,0,0,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Dialister.s__Dialister_invisus",0.962169926615886,0,0,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Dialister.s__Dialister_invisus_CAG_218",0.972889640090663,0,0,"UDPNAGSYN PWY  UDP N acetyl D glucosamine biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Dialister.s__Dialister_invisus_CAG_218",0.966253438527976,0,0,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.964975508728094,0,0,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","COA.PWY..coenzyme.A.biosynthesis.I.g__Dialister.s__Dialister_invisus_CAG_218",0.953933486948879,0,0,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.959162182231797,0,0,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus_CAG_218",0.945983722208099,0,0,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.977155567620488,0,0,"UDPNAGSYN PWY  UDP N acetyl D glucosamine biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Dialister.s__Dialister_invisus_CAG_218",0.939472729162148,0,0,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Dialister.s__Dialister_invisus_CAG_218",0.936244780458894,0,0,"PWY 7357  thiamin formation from pyrithiamine and oxythiamine  yeast "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.g__Dialister.s__Dialister_invisus_CAG_218",0.926787483873512,0,0,"PWY 4242  pantothenate and coenzyme A biosynthesis III"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.948015657047562,0,0,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.930706830574666,0,0,"PWY 724  superpathway of L lysine  L threonine and L methionine biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus_CAG_218",0.944323320015298,0,0,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.5686..UMP.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.939537359889725,0,0,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Dialister.s__Dialister_invisus",0.930586470879369,0,0,"PWY 6386  UDP N acetylmuramoyl pentapeptide biosynthesis II  lysine containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.g__Dialister.s__Dialister_invisus_CAG_218",0.92945459316408,0,0,"PWY 7197  pyrimidine deoxyribonucleotide phosphorylation"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6168..flavin.biosynthesis.III..fungi..g__Dialister.s__Dialister_invisus",0.931564701877337,0,0,"PWY 6168  flavin biosynthesis III  fungi "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.943086930573835,0,0,"PWY 5667  CDP diacylglycerol biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.943086930573835,0,0,"PWY0 1319  CDP diacylglycerol biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus_CAG_218","PWY.6897..thiamin.salvage.II.g__Dialister.s__Dialister_invisus_CAG_218",0.929952390146946,0,0,"PWY 6897  thiamin salvage II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.5686..UMP.biosynthesis.g__Dialister.s__Dialister_invisus",0.943800670477984,0,0,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.974906925102627,0,0,"PWY 6121  5 aminoimidazole ribonucleotide biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.983719940087086,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Dialister.s__Dialister_invisus",0.983719940087086,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.928527706154611,0,0,"PWY 724  superpathway of L lysine  L threonine and L methionine biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.5097..L.lysine.biosynthesis.VI.g__Dialister.s__Dialister_invisus",0.943529721836744,0,0,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Dialister.s__Dialister_invisus",0.94927086088805,0,0,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.964156124528426,0,0,"PWY 6122  5 aminoimidazole ribonucleotide biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.964156124528426,0,0,"PWY 6277  superpathway of 5 aminoimidazole ribonucleotide biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage.g__Dialister.s__Dialister_invisus_CAG_218",0.912341123602524,0,0,"PWY 7208  superpathway of pyrimidine nucleobases salvage"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Dialister.s__Dialister_invisus",0.941038908292487,0,0,"PWY 7357  thiamin formation from pyrithiamine and oxythiamine  yeast "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.2942..L.lysine.biosynthesis.III.g__Dialister.s__Dialister_invisus",0.941334924255948,0,0,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.5097..L.lysine.biosynthesis.VI.g__Dialister.s__Dialister_invisus_CAG_218",0.935676974742393,0,0,"PWY 5097  L lysine biosynthesis VI"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate..g__Dialister.s__Dialister_invisus_CAG_218",0.915921845459017,0,0,"PWY 5188  tetrapyrrole biosynthesis I  from glutamate "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.2942..L.lysine.biosynthesis.III.g__Dialister.s__Dialister_invisus_CAG_218",0.932238453791234,0,0,"PWY 2942  L lysine biosynthesis III"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6897..thiamin.salvage.II.g__Dialister.s__Dialister_invisus",0.934658105977855,0,0,"PWY 6897  thiamin salvage II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus",0.953519435919226,0,0,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus",0.955380035759192,0,0,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.906152113753908,0,0,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.3841..folate.transformations.II.g__Dialister.s__Dialister_invisus",0.949820331987789,0,0,"PWY 3841  folate transformations II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Dialister.s__Dialister_invisus",0.950640707565888,0,0,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Dialister.s__Dialister_invisus",0.95987155955865,0,0,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Dialister.s__Dialister_invisus_CAG_218",0.967013163237378,0,0,"UDPNAGSYN PWY  UDP N acetyl D glucosamine biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Dialister.s__Dialister_invisus_CAG_218",0.959974813714156,0,0,"COA PWY 1  coenzyme A biosynthesis II  mammalian "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Dialister.s__Dialister_invisus",0.962701179758513,0,0,"PWY 6124  inosine 5  phosphate biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","COA.PWY..coenzyme.A.biosynthesis.I.g__Dialister.s__Dialister_invisus_CAG_218",0.946326327736194,0,0,"COA PWY  coenzyme A biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.95294181442074,0,0,"PWY 7219  adenosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus_CAG_218",0.939773793686876,0,0,"PWY 6387  UDP N acetylmuramoyl pentapeptide biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.973385413815061,0,0,"UDPNAGSYN PWY  UDP N acetyl D glucosamine biosynthesis I"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Dialister.s__Dialister_invisus_CAG_218",0.934451998627095,0,0,"PWY 6385  peptidoglycan biosynthesis III  mycobacteria "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Dialister.s__Dialister_invisus_CAG_218",0.931977789440259,0,0,"PWY 7357  thiamin formation from pyrithiamine and oxythiamine  yeast "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.g__Dialister.s__Dialister_invisus_CAG_218",0.919290745443584,0,0,"PWY 4242  pantothenate and coenzyme A biosynthesis III"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.941106755826572,0,0,"PWY 7221  guanosine ribonucleotides de novo biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II.g__Dialister.s__Dialister_invisus_CAG_218",0.922780239662531,0,0,"PWY 724  superpathway of L lysine  L threonine and L methionine biosynthesis II"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Dialister.s__Dialister_invisus_CAG_218",0.938179271101832,0,0,"PEPTIDOGLYCANSYN PWY  peptidoglycan biosynthesis I  meso diaminopimelate containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.5686..UMP.biosynthesis.g__Dialister.s__Dialister_invisus_CAG_218",0.933108900960572,0,0,"PWY 5686  UMP biosynthesis"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Dialister.s__Dialister_invisus",0.926572696473968,0,0,"PWY 6386  UDP N acetylmuramoyl pentapeptide biosynthesis II  lysine containing "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.g__Dialister.s__Dialister_invisus_CAG_218",0.920259070741166,0,0,"PWY 7197  pyrimidine deoxyribonucleotide phosphorylation"
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.6168..flavin.biosynthesis.III..fungi..g__Dialister.s__Dialister_invisus",0.926314861783939,0,0,"PWY 6168  flavin biosynthesis III  fungi "
"UNINTEGRATED.g__Dialister.s__Dialister_invisus","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Dialister.s__Dialister_invisus",0.939465972448695,0,0,"PWY 5667  CDP diacylglycerol biosynthesis I"
